Id,StudentId,Source,PassageName,QuestionId,Answer,CorrectAnswer,AnswerByStudent,ExamDateTime,ExamDate,Age,Grade
58,17,mocktest,bluebird,2,,D,D,2022-05-31 09:17:35,2022-05-31 00:00:00,10,5
59,7,mocktest,bluebird,2,,D,A,2022-05-31 09:17:24,2022-05-31 00:00:00,9,4
60,60,mocktest,bluebird,2,,D,A,2022-05-31 09:17:23,2022-05-31 00:00:00,9,4
61,20,mocktest,bluebird,2,,D,D,2022-05-31 09:17:17,2022-05-31 00:00:00,9,4
62,15,mocktest,bluebird,2,,D,C,2022-05-31 09:17:12,2022-05-31 00:00:00,9,4
63,12,mocktest,bluebird,2,,D,D,2022-05-31 09:17:08,2022-05-31 00:00:00,9,4
64,1,mocktest,bluebird,2,,D,D,2022-05-31 09:16:51,2022-05-31 00:00:00,9,4
65,61,mocktest,bluebird,3,,B,B,2020-08-30 11:56:18,2020-08-30 00:00:00,10,5
66,36,mocktest,bluebird,3,,B,A,2020-08-30 11:53:48,2020-08-30 00:00:00,10,5
67,34,mocktest,bluebird,3,,B,B,2020-08-30 11:54:17,2020-08-30 00:00:00,10,5
68,35,mocktest,bluebird,3,,B,A,2020-08-30 11:51:28,2020-08-30 00:00:00,10,5
69,37,mocktest,bluebird,3,,B,B,2020-08-30 11:58:17,2020-08-30 00:00:00,10,5
70,44,mocktest,bluebird,3,,B,B,2020-08-30 11:57:59,2020-08-30 00:00:00,7,3
71,38,mocktest,bluebird,3,,B,A,2020-08-30 11:58:37,2020-08-30 00:00:00,10,5
72,39,mocktest,bluebird,3,,B,B,2020-08-30 11:58:20,2020-08-30 00:00:00,10,5
73,40,mocktest,bluebird,3,,B,B,2020-08-30 11:58:14,2020-08-30 00:00:00,10,5
74,19,mocktest,bluebird,3,,B,B,2021-06-03 09:37:04,2021-06-03 00:00:00,10,5
75,25,mocktest,bluebird,3,,B,,2021-06-03 09:41:20,2021-06-03 00:00:00,10,5
76,1,mocktest,bluebird,3,,B,,2021-06-03 09:44:16,2021-06-03 00:00:00,8,3
77,16,mocktest,bluebird,3,,B,B,2021-06-03 09:44:27,2021-06-03 00:00:00,10,5
78,62,mocktest,bluebird,3,,B,B,2021-06-03 09:44:34,2021-06-03 00:00:00,10,5
79,63,mocktest,bluebird,3,,B,B,2021-06-03 09:45:16,2021-06-03 00:00:00,10,5
80,53,mocktest,bluebird,3,,B,B,2021-06-03 09:47:57,2021-06-03 00:00:00,10,5
81,54,mocktest,bluebird,3,,B,B,2021-06-03 09:48:05,2021-06-03 00:00:00,10,5
82,55,mocktest,bluebird,3,,B,B,2021-06-03 09:48:09,2021-06-03 00:00:00,10,5
83,56,mocktest,bluebird,3,,B,B,2021-06-03 09:48:10,2021-06-03 00:00:00,10,5
84,11,mocktest,bluebird,3,,B,B,2021-06-03 09:48:12,2021-06-03 00:00:00,10,5
85,57,mocktest,bluebird,3,,B,C,2021-06-03 09:48:17,2021-06-03 00:00:00,10,5
86,58,mocktest,bluebird,3,,B,B,2023-06-03 23:42:07,2023-06-03 00:00:00,10,5
87,1,mocktest,bluebird,3,,B,B,2023-06-03 23:46:03,2023-06-03 00:00:00,10,5
88,59,mocktest,bluebird,3,,B,B,2023-06-03 23:49:10,2023-06-03 00:00:00,9,4
89,22,mocktest,bluebird,3,,B,B,2022-05-31 09:17:44,2022-05-31 00:00:00,9,4
90,17,mocktest,bluebird,3,,B,B,2022-05-31 09:17:35,2022-05-31 00:00:00,10,5
91,7,mocktest,bluebird,3,,B,B,2022-05-31 09:17:24,2022-05-31 00:00:00,9,4
92,60,mocktest,bluebird,3,,B,B,2022-05-31 09:17:23,2022-05-31 00:00:00,9,4
93,20,mocktest,bluebird,3,,B,A,2022-05-31 09:17:17,2022-05-31 00:00:00,9,4
94,15,mocktest,bluebird,3,,B,B,2022-05-31 09:17:12,2022-05-31 00:00:00,9,4
95,12,mocktest,bluebird,3,,B,B,2022-05-31 09:17:08,2022-05-31 00:00:00,9,4
96,1,mocktest,bluebird,3,,B,B,2022-05-31 09:16:51,2022-05-31 00:00:00,9,4
97,61,mocktest,bluebird,4,,D,C,2020-08-30 11:56:18,2020-08-30 00:00:00,10,5
98,36,mocktest,bluebird,4,,D,C,2020-08-30 11:53:48,2020-08-30 00:00:00,10,5
99,34,mocktest,bluebird,4,,D,C,2020-08-30 11:54:17,2020-08-30 00:00:00,10,5
100,35,mocktest,bluebird,4,,D,C,2020-08-30 11:51:28,2020-08-30 00:00:00,10,5
101,37,mocktest,bluebird,4,,D,D,2020-08-30 11:58:17,2020-08-30 00:00:00,10,5
102,44,mocktest,bluebird,4,,D,D,2020-08-30 11:57:59,2020-08-30 00:00:00,7,3
103,38,mocktest,bluebird,4,,D,A,2020-08-30 11:58:37,2020-08-30 00:00:00,10,5
104,39,mocktest,bluebird,4,,D,C,2020-08-30 11:58:20,2020-08-30 00:00:00,10,5
105,40,mocktest,bluebird,4,,D,C,2020-08-30 11:58:14,2020-08-30 00:00:00,10,5
106,19,mocktest,bluebird,4,,D,C,2021-06-03 09:37:04,2021-06-03 00:00:00,10,5
107,25,mocktest,bluebird,4,,D,C,2021-06-03 09:41:20,2021-06-03 00:00:00,10,5
108,1,mocktest,bluebird,4,,D,C,2021-06-03 09:44:16,2021-06-03 00:00:00,8,3
109,16,mocktest,bluebird,4,,D,C,2021-06-03 09:44:27,2021-06-03 00:00:00,10,5
110,62,mocktest,bluebird,4,,D,C,2021-06-03 09:44:34,2021-06-03 00:00:00,10,5
111,63,mocktest,bluebird,4,,D,A,2021-06-03 09:45:16,2021-06-03 00:00:00,10,5
112,53,mocktest,bluebird,4,,D,C,2021-06-03 09:47:57,2021-06-03 00:00:00,10,5
113,54,mocktest,bluebird,4,,D,C,2021-06-03 09:48:05,2021-06-03 00:00:00,10,5
114,55,mocktest,bluebird,4,,D,C,2021-06-03 09:48:09,2021-06-03 00:00:00,10,5
115,56,mocktest,bluebird,4,,D,C,2021-06-03 09:48:10,2021-06-03 00:00:00,10,5
116,11,mocktest,bluebird,4,,D,D,2021-06-03 09:48:12,2021-06-03 00:00:00,10,5
117,57,mocktest,bluebird,4,,D,C,2021-06-03 09:48:17,2021-06-03 00:00:00,10,5
118,58,mocktest,bluebird,4,,D,C,2023-06-03 23:42:07,2023-06-03 00:00:00,10,5
119,1,mocktest,bluebird,4,,D,C,2023-06-03 23:46:03,2023-06-03 00:00:00,10,5
120,59,mocktest,bluebird,4,,D,C,2023-06-03 23:49:10,2023-06-03 00:00:00,9,4
121,22,mocktest,bluebird,4,,D,D,2022-05-31 09:17:44,2022-05-31 00:00:00,9,4
122,17,mocktest,bluebird,4,,D,D,2022-05-31 09:17:35,2022-05-31 00:00:00,10,5
123,7,mocktest,bluebird,4,,D,A,2022-05-31 09:17:24,2022-05-31 00:00:00,9,4
124,60,mocktest,bluebird,4,,D,C,2022-05-31 09:17:23,2022-05-31 00:00:00,9,4
125,20,mocktest,bluebird,4,,D,C,2022-05-31 09:17:17,2022-05-31 00:00:00,9,4
126,15,mocktest,bluebird,4,,D,C,2022-05-31 09:17:12,2022-05-31 00:00:00,9,4
127,12,mocktest,bluebird,4,,D,D,2022-05-31 09:17:08,2022-05-31 00:00:00,9,4
128,1,mocktest,bluebird,4,,D,C,2022-05-31 09:16:51,2022-05-31 00:00:00,9,4
129,61,mocktest,bluebird,5,,B,B,2020-08-30 11:56:18,2020-08-30 00:00:00,10,5
130,36,mocktest,bluebird,5,,B,B,2020-08-30 11:53:48,2020-08-30 00:00:00,10,5
131,34,mocktest,bluebird,5,,B,D,2020-08-30 11:54:17,2020-08-30 00:00:00,10,5
132,35,mocktest,bluebird,5,,B,B,2020-08-30 11:51:28,2020-08-30 00:00:00,10,5
133,37,mocktest,bluebird,5,,B,B,2020-08-30 11:58:17,2020-08-30 00:00:00,10,5
134,44,mocktest,bluebird,5,,B,C,2020-08-30 11:57:59,2020-08-30 00:00:00,7,3
135,38,mocktest,bluebird,5,,B,A,2020-08-30 11:58:37,2020-08-30 00:00:00,10,5
136,39,mocktest,bluebird,5,,B,B,2020-08-30 11:58:20,2020-08-30 00:00:00,10,5
137,40,mocktest,bluebird,5,,B,B,2020-08-30 11:58:14,2020-08-30 00:00:00,10,5
138,19,mocktest,bluebird,5,,B,A,2021-06-03 09:37:04,2021-06-03 00:00:00,10,5
139,25,mocktest,bluebird,5,,B,B,2021-06-03 09:41:20,2021-06-03 00:00:00,10,5
140,1,mocktest,bluebird,5,,B,D,2021-06-03 09:44:16,2021-06-03 00:00:00,8,3
141,16,mocktest,bluebird,5,,B,B,2021-06-03 09:44:27,2021-06-03 00:00:00,10,5
142,62,mocktest,bluebird,5,,B,B,2021-06-03 09:44:34,2021-06-03 00:00:00,10,5
143,63,mocktest,bluebird,5,,B,B,2021-06-03 09:45:16,2021-06-03 00:00:00,10,5
144,53,mocktest,bluebird,5,,B,B,2021-06-03 09:47:57,2021-06-03 00:00:00,10,5
145,54,mocktest,bluebird,5,,B,C,2021-06-03 09:48:05,2021-06-03 00:00:00,10,5
146,55,mocktest,bluebird,5,,B,B,2021-06-03 09:48:09,2021-06-03 00:00:00,10,5
147,56,mocktest,bluebird,5,,B,B,2021-06-03 09:48:10,2021-06-03 00:00:00,10,5
148,11,mocktest,bluebird,5,,B,B,2021-06-03 09:48:12,2021-06-03 00:00:00,10,5
149,57,mocktest,bluebird,5,,B,A,2021-06-03 09:48:17,2021-06-03 00:00:00,10,5
150,58,mocktest,bluebird,5,,B,B,2023-06-03 23:42:07,2023-06-03 00:00:00,10,5
151,1,mocktest,bluebird,5,,B,B,2023-06-03 23:46:03,2023-06-03 00:00:00,10,5
152,59,mocktest,bluebird,5,,B,B,2023-06-03 23:49:10,2023-06-03 00:00:00,9,4
153,22,mocktest,bluebird,5,,B,B,2022-05-31 09:17:44,2022-05-31 00:00:00,9,4
154,17,mocktest,bluebird,5,,B,B,2022-05-31 09:17:35,2022-05-31 00:00:00,10,5
155,7,mocktest,bluebird,5,,B,B,2022-05-31 09:17:24,2022-05-31 00:00:00,9,4
156,60,mocktest,bluebird,5,,B,B,2022-05-31 09:17:23,2022-05-31 00:00:00,9,4
157,20,mocktest,bluebird,5,,B,D,2022-05-31 09:17:17,2022-05-31 00:00:00,9,4
158,15,mocktest,bluebird,5,,B,C,2022-05-31 09:17:12,2022-05-31 00:00:00,9,4
159,12,mocktest,bluebird,5,,B,B,2022-05-31 09:17:08,2022-05-31 00:00:00,9,4
160,1,mocktest,bluebird,5,,B,B,2022-05-31 09:16:51,2022-05-31 00:00:00,9,4
161,61,mocktest,bluebird,6,,B,D,2020-08-30 11:56:18,2020-08-30 00:00:00,10,5
162,36,mocktest,bluebird,6,,B,D,2020-08-30 11:53:48,2020-08-30 00:00:00,10,5
163,34,mocktest,bluebird,6,,B,C,2020-08-30 11:54:17,2020-08-30 00:00:00,10,5
164,35,mocktest,bluebird,6,,B,C,2020-08-30 11:51:28,2020-08-30 00:00:00,10,5
165,37,mocktest,bluebird,6,,B,C,2020-08-30 11:58:17,2020-08-30 00:00:00,10,5
166,44,mocktest,bluebird,6,,B,D,2020-08-30 11:57:59,2020-08-30 00:00:00,7,3
167,38,mocktest,bluebird,6,,B,A,2020-08-30 11:58:37,2020-08-30 00:00:00,10,5
168,39,mocktest,bluebird,6,,B,C,2020-08-30 11:58:20,2020-08-30 00:00:00,10,5
169,40,mocktest,bluebird,6,,B,B,2020-08-30 11:58:14,2020-08-30 00:00:00,10,5
170,19,mocktest,bluebird,6,,B,A,2021-06-03 09:37:04,2021-06-03 00:00:00,10,5
171,25,mocktest,bluebird,6,,B,A,2021-06-03 09:41:20,2021-06-03 00:00:00,10,5
172,1,mocktest,bluebird,6,,B,D,2021-06-03 09:44:16,2021-06-03 00:00:00,8,3
173,16,mocktest,bluebird,6,,B,C,2021-06-03 09:44:27,2021-06-03 00:00:00,10,5
174,62,mocktest,bluebird,6,,B,C,2021-06-03 09:44:34,2021-06-03 00:00:00,10,5
175,63,mocktest,bluebird,6,,B,B,2021-06-03 09:45:16,2021-06-03 00:00:00,10,5
176,53,mocktest,bluebird,6,,B,C,2021-06-03 09:47:57,2021-06-03 00:00:00,10,5
177,54,mocktest,bluebird,6,,B,A,2021-06-03 09:48:05,2021-06-03 00:00:00,10,5
178,55,mocktest,bluebird,6,,B,A,2021-06-03 09:48:09,2021-06-03 00:00:00,10,5
179,56,mocktest,bluebird,6,,B,B,2021-06-03 09:48:10,2021-06-03 00:00:00,10,5
180,11,mocktest,bluebird,6,,B,B,2021-06-03 09:48:12,2021-06-03 00:00:00,10,5
181,57,mocktest,bluebird,6,,B,C,2021-06-03 09:48:17,2021-06-03 00:00:00,10,5
182,58,mocktest,bluebird,6,,B,B,2023-06-03 23:42:07,2023-06-03 00:00:00,10,5
183,1,mocktest,bluebird,6,,B,B,2023-06-03 23:46:03,2023-06-03 00:00:00,10,5
184,59,mocktest,bluebird,6,,B,C,2023-06-03 23:49:10,2023-06-03 00:00:00,9,4
185,22,mocktest,bluebird,6,,B,B,2022-05-31 09:17:44,2022-05-31 00:00:00,9,4
186,17,mocktest,bluebird,6,,B,B,2022-05-31 09:17:35,2022-05-31 00:00:00,10,5
187,7,mocktest,bluebird,6,,B,A,2022-05-31 09:17:24,2022-05-31 00:00:00,9,4
188,60,mocktest,bluebird,6,,B,B,2022-05-31 09:17:23,2022-05-31 00:00:00,9,4
189,20,mocktest,bluebird,6,,B,D,2022-05-31 09:17:17,2022-05-31 00:00:00,9,4
190,15,mocktest,bluebird,6,,B,B,2022-05-31 09:17:12,2022-05-31 00:00:00,9,4
191,12,mocktest,bluebird,6,,B,C,2022-05-31 09:17:08,2022-05-31 00:00:00,9,4
192,1,mocktest,bluebird,6,,B,A,2022-05-31 09:16:51,2022-05-31 00:00:00,9,4
193,61,mocktest,bluebird,7,,B,B,2020-08-30 11:56:18,2020-08-30 00:00:00,10,5
194,36,mocktest,bluebird,7,,B,D,2020-08-30 11:53:48,2020-08-30 00:00:00,10,5
195,34,mocktest,bluebird,7,,B,A,2020-08-30 11:54:17,2020-08-30 00:00:00,10,5
196,35,mocktest,bluebird,7,,B,A,2020-08-30 11:51:28,2020-08-30 00:00:00,10,5
197,37,mocktest,bluebird,7,,B,B,2020-08-30 11:58:17,2020-08-30 00:00:00,10,5
198,44,mocktest,bluebird,7,,B,D,2020-08-30 11:57:59,2020-08-30 00:00:00,7,3
199,38,mocktest,bluebird,7,,B,A,2020-08-30 11:58:37,2020-08-30 00:00:00,10,5
200,39,mocktest,bluebird,7,,B,C,2020-08-30 11:58:20,2020-08-30 00:00:00,10,5
201,40,mocktest,bluebird,7,,B,B,2020-08-30 11:58:14,2020-08-30 00:00:00,10,5
202,19,mocktest,bluebird,7,,B,A,2021-06-03 09:37:04,2021-06-03 00:00:00,10,5
203,25,mocktest,bluebird,7,,B,B,2021-06-03 09:41:20,2021-06-03 00:00:00,10,5
204,1,mocktest,bluebird,7,,B,D,2021-06-03 09:44:16,2021-06-03 00:00:00,8,3
205,16,mocktest,bluebird,7,,B,D,2021-06-03 09:44:27,2021-06-03 00:00:00,10,5
206,62,mocktest,bluebird,7,,B,B,2021-06-03 09:44:34,2021-06-03 00:00:00,10,5
207,63,mocktest,bluebird,7,,B,A,2021-06-03 09:45:16,2021-06-03 00:00:00,10,5
208,53,mocktest,bluebird,7,,B,A,2021-06-03 09:47:57,2021-06-03 00:00:00,10,5
209,54,mocktest,bluebird,7,,B,D,2021-06-03 09:48:05,2021-06-03 00:00:00,10,5
210,55,mocktest,bluebird,7,,B,D,2021-06-03 09:48:09,2021-06-03 00:00:00,10,5
211,56,mocktest,bluebird,7,,B,C,2021-06-03 09:48:10,2021-06-03 00:00:00,10,5
212,11,mocktest,bluebird,7,,B,C,2021-06-03 09:48:12,2021-06-03 00:00:00,10,5
213,57,mocktest,bluebird,7,,B,D,2021-06-03 09:48:17,2021-06-03 00:00:00,10,5
214,58,mocktest,bluebird,7,,B,B,2023-06-03 23:42:07,2023-06-03 00:00:00,10,5
215,1,mocktest,bluebird,7,,B,B,2023-06-03 23:46:03,2023-06-03 00:00:00,10,5
216,59,mocktest,bluebird,7,,B,B,2023-06-03 23:49:10,2023-06-03 00:00:00,9,4
217,22,mocktest,bluebird,7,,B,B,2022-05-31 09:17:44,2022-05-31 00:00:00,9,4
218,17,mocktest,bluebird,7,,B,B,2022-05-31 09:17:35,2022-05-31 00:00:00,10,5
219,7,mocktest,bluebird,7,,B,B,2022-05-31 09:17:24,2022-05-31 00:00:00,9,4
220,60,mocktest,bluebird,7,,B,B,2022-05-31 09:17:23,2022-05-31 00:00:00,9,4
221,20,mocktest,bluebird,7,,B,D,2022-05-31 09:17:17,2022-05-31 00:00:00,9,4
222,15,mocktest,bluebird,7,,B,D,2022-05-31 09:17:12,2022-05-31 00:00:00,9,4
223,12,mocktest,bluebird,7,,B,B,2022-05-31 09:17:08,2022-05-31 00:00:00,9,4
224,1,mocktest,bluebird,7,,B,B,2022-05-31 09:16:51,2022-05-31 00:00:00,9,4
225,61,mocktest,bluebird,8,,A,D,2020-08-30 11:56:18,2020-08-30 00:00:00,10,5
226,36,mocktest,bluebird,8,,A,D,2020-08-30 11:53:48,2020-08-30 00:00:00,10,5
227,34,mocktest,bluebird,8,,A,A,2020-08-30 11:54:17,2020-08-30 00:00:00,10,5
228,35,mocktest,bluebird,8,,A,C,2020-08-30 11:51:28,2020-08-30 00:00:00,10,5
229,37,mocktest,bluebird,8,,A,D,2020-08-30 11:58:17,2020-08-30 00:00:00,10,5
230,44,mocktest,bluebird,8,,A,A,2020-08-30 11:57:59,2020-08-30 00:00:00,7,3
231,38,mocktest,bluebird,8,,A,A,2020-08-30 11:58:37,2020-08-30 00:00:00,10,5
232,39,mocktest,bluebird,8,,A,D,2020-08-30 11:58:20,2020-08-30 00:00:00,10,5
233,40,mocktest,bluebird,8,,A,D,2020-08-30 11:58:14,2020-08-30 00:00:00,10,5
234,19,mocktest,bluebird,8,,A,A,2021-06-03 09:37:04,2021-06-03 00:00:00,10,5
235,25,mocktest,bluebird,8,,A,B,2021-06-03 09:41:20,2021-06-03 00:00:00,10,5
236,1,mocktest,bluebird,8,,A,A,2021-06-03 09:44:16,2021-06-03 00:00:00,8,3
237,16,mocktest,bluebird,8,,A,D,2021-06-03 09:44:27,2021-06-03 00:00:00,10,5
238,62,mocktest,bluebird,8,,A,B,2021-06-03 09:44:34,2021-06-03 00:00:00,10,5
239,63,mocktest,bluebird,8,,A,B,2021-06-03 09:45:16,2021-06-03 00:00:00,10,5
240,53,mocktest,bluebird,8,,A,B,2021-06-03 09:47:57,2021-06-03 00:00:00,10,5
241,54,mocktest,bluebird,8,,A,D,2021-06-03 09:48:05,2021-06-03 00:00:00,10,5
242,55,mocktest,bluebird,8,,A,B,2021-06-03 09:48:09,2021-06-03 00:00:00,10,5
243,56,mocktest,bluebird,8,,A,D,2021-06-03 09:48:10,2021-06-03 00:00:00,10,5
244,11,mocktest,bluebird,8,,A,D,2021-06-03 09:48:12,2021-06-03 00:00:00,10,5
245,57,mocktest,bluebird,8,,A,D,2021-06-03 09:48:17,2021-06-03 00:00:00,10,5
246,58,mocktest,bluebird,8,,A,A,2023-06-03 23:42:07,2023-06-03 00:00:00,10,5
247,1,mocktest,bluebird,8,,A,A,2023-06-03 23:46:03,2023-06-03 00:00:00,10,5
248,59,mocktest,bluebird,8,,A,A,2023-06-03 23:49:10,2023-06-03 00:00:00,9,4
249,22,mocktest,bluebird,8,,A,A,2022-05-31 09:17:44,2022-05-31 00:00:00,9,4
250,17,mocktest,bluebird,8,,A,A,2022-05-31 09:17:35,2022-05-31 00:00:00,10,5
251,7,mocktest,bluebird,8,,A,A,2022-05-31 09:17:24,2022-05-31 00:00:00,9,4
252,60,mocktest,bluebird,8,,A,B,2022-05-31 09:17:23,2022-05-31 00:00:00,9,4
253,20,mocktest,bluebird,8,,A,D,2022-05-31 09:17:17,2022-05-31 00:00:00,9,4
254,15,mocktest,bluebird,8,,A,A,2022-05-31 09:17:12,2022-05-31 00:00:00,9,4
255,12,mocktest,bluebird,8,,A,A,2022-05-31 09:17:08,2022-05-31 00:00:00,9,4
256,1,mocktest,bluebird,8,,A,A,2022-05-31 09:16:51,2022-05-31 00:00:00,9,4
257,61,mocktest,bluebird,9,,D,C,2020-08-30 11:56:18,2020-08-30 00:00:00,10,5
258,36,mocktest,bluebird,9,,D,B,2020-08-30 11:53:48,2020-08-30 00:00:00,10,5
259,34,mocktest,bluebird,9,,D,D,2020-08-30 11:54:17,2020-08-30 00:00:00,10,5
260,35,mocktest,bluebird,9,,D,A,2020-08-30 11:51:28,2020-08-30 00:00:00,10,5
261,37,mocktest,bluebird,9,,D,D,2020-08-30 11:58:17,2020-08-30 00:00:00,10,5
262,44,mocktest,bluebird,9,,D,C,2020-08-30 11:57:59,2020-08-30 00:00:00,7,3
263,38,mocktest,bluebird,9,,D,B,2020-08-30 11:58:37,2020-08-30 00:00:00,10,5
264,39,mocktest,bluebird,9,,D,D,2020-08-30 11:58:20,2020-08-30 00:00:00,10,5
265,40,mocktest,bluebird,9,,D,B,2020-08-30 11:58:14,2020-08-30 00:00:00,10,5
266,19,mocktest,bluebird,9,,D,A,2021-06-03 09:37:04,2021-06-03 00:00:00,10,5
267,25,mocktest,bluebird,9,,D,D,2021-06-03 09:41:20,2021-06-03 00:00:00,10,5
268,1,mocktest,bluebird,9,,D,C,2021-06-03 09:44:16,2021-06-03 00:00:00,8,3
269,16,mocktest,bluebird,9,,D,A,2021-06-03 09:44:27,2021-06-03 00:00:00,10,5
270,62,mocktest,bluebird,9,,D,D,2021-06-03 09:44:34,2021-06-03 00:00:00,10,5
271,63,mocktest,bluebird,9,,D,A,2021-06-03 09:45:16,2021-06-03 00:00:00,10,5
272,53,mocktest,bluebird,9,,D,D,2021-06-03 09:47:57,2021-06-03 00:00:00,10,5
