Id,Source,PassageName,QuestionId,QuestionText,QuestionDifficulty
385,worksheet,lochinvar,7,What does the young Lochinvar come to do at the bridal ceremony according to the bride's father's question?,2
386,worksheet,lochinvar,8,What does Lochinvar's response to the bride's father tell you about his feelings and intentions?,3
387,worksheet,lochinvar,9,What is the sentiment of the bride-maidens about the marriage?,2
388,worksheet,lochinvar,10,What happens when Lochinvar and the lady reach the hall door?,1
389,worksheet,lochinvar,11,What challenges do the men face in trying to retrieve the lost bride?,4
390,worksheet,lochinvar,12,What is the overall theme of the poem?,5
391,worksheet,lost_in_the_woods,1,What should you first do if you find yourself lost in the woods?,1
392,worksheet,lost_in_the_woods,2,What is the 'lost signal' described in the passage?,3
393,worksheet,lost_in_the_woods,3,What is the main purpose of building three separate fires?,2
394,worksheet,lost_in_the_woods,4,How can you blaze your trail if no trees are present?,4
395,worksheet,lost_in_the_woods,5,Why should you keep your fire going all night if you are lost in the woods?,3
396,worksheet,lost_in_the_woods,6,What does the North Star indicate when you are lost?,5
397,worksheet,lost_in_the_woods,7,"According to the passage, what precautions should you take if you have to spend the night in the wilderness?",5
398,worksheet,lost_in_the_woods,8,What is the importance of not letting fear consume you when youre lost?,2
399,worksheet,lost_in_the_woods,9,Why is it important to extinguish the fire before leaving the ground?,4
400,worksheet,lost_in_the_woods,10,What is the advantage of remaining in one spot all night rather than wandering around in the dark?,3
401,worksheet,lost treasure,1,Who were the main characters of the story?,1
402,worksheet,lost treasure,2,Why did Susan and Blake explore the hills mainly when the leaves grew brown?,2
403,worksheet,lost treasure,3,What was the name of the pirate mentioned in the story?,1
404,worksheet,lost treasure,4,Why did Red Herring Hook decide to hide his treasure?,3
405,worksheet,lost treasure,5,What was the age of Red Herring Hook when he found a village to reside?,3
406,worksheet,lost treasure,6,What did Susan and Blake find in the hills?,2
407,worksheet,lost treasure,7,Who told Susan and Blake about the Lost Treasure story?,2
408,worksheet,lost treasure,8,What happened just as Susan and Blake were about to open the treasure?,4
409,worksheet,lost treasure,9,Why didn't Susan and Blake explore the hills during summer and winter?,4
410,worksheet,lost treasure,10,What were the reactions of the other students when they heard about the Lost Treasure?,5
411,worksheet,magic city,1,How do we know that something is not right with Philip?,2
412,worksheet,magic city,2,How do we know Philip is in a strange place?,2
413,worksheet,magic city,3,The line from the passage is an example where the writer speaks directly to the reader,3
414,worksheet,magic city,4,Why did Philip need to be careful where he was walking?,1
415,worksheet,magic city,5,"What does it mean when the writer says 'He had made three arches, one beyond another'?",3
416,worksheet,magic city,6,Which word could replace the 'accustomed' in the text?,3
417,worksheet,magic city,7,"How does the writer want you to feel when they write, 'whichever way you turned, a long pillared corridor lay in front of you'?",3
418,worksheet,magic city,8,Which of these statements are true?,3
419,worksheet,magic city,9,"In paragraph four we get a clue as to why Philip is here, what clue is that?",4
420,worksheet,magic city,10,"'The silver pillars had begun to give out a faint soft glow', what does this mean?",2
421,worksheet,magic city,11,Why does Philip feel that he is lucky?,2
422,worksheet,magic city,12,Why did he not need to ask which part of the city Lucy went to?,4
423,worksheet,magic city,13,Which option best describes why Philip was getting lost?,2
424,worksheet,magic city,14,Which word could be used to replace the word mortifying,1
425,worksheet,marathon,1,What is the estimated training time for a marathon for most runners?,2
426,worksheet,marathon,2,What lifestyle changes are advised to improve marathon performance?,3
427,worksheet,marathon,3,What are the different types of runs necessary for marathon training?,3
428,worksheet,marathon,4,How does a 'threshold run' contribute to marathon training?,4
429,worksheet,marathon,5,Why is the 'easy run' a vital part of the weekly training schedule?,2
430,worksheet,marathon,6,What is the importance of sleep during marathon training?,3
431,worksheet,marathon,7,What is the purpose and goal of the long run?,3
432,worksheet,marathon,8,Why should sugary drinks and fatty snacks be avoided during training?,3
433,worksheet,marathon,9,What is the ultimate goal of marathon training?,4
434,worksheet,marathon,10,What is the significance of time in 'long run' and 'easy run'?,4
435,worksheet,matilda,1,What does the poet mean when they say stretch ones eyes,3
436,worksheet,matilda,2,How is Matildas aunt different from Matilda?,1
437,worksheet,matilda,3,What had saved the aunts life?,3
438,worksheet,matilda,4,Why did Matilda call the Fire Brigade?,2
439,worksheet,matilda,5,Which one of these options are true?,2
440,worksheet,matilda,6,Why does the poet call the fire brigade the gallant band?,3
441,worksheet,matilda,7,Which word best describes how the firefighters were feeling before the fire?,2
442,worksheet,matilda,8,Which phrase makes the fire fighters seem like an animal?,4
443,worksheet,matilda,9,Which description best explains how we know there a lot of firefighters,2
444,worksheet,matilda,10,How were the crowd feeling as they watched the firefighters?,2
445,worksheet,matilda,11,What does it mean when the poet writes They ran their ladders through a score of windows,3
446,worksheet,matilda,12,When did the firefighters go home?,2
447,worksheet,matilda,13,Which of these statements are true? Choose two options.,5
448,worksheet,matilda,14,Why shouldnt we tell lies?,1
449,worksheet,matilda,15,What do you think was the poets main intention for the poem?,3
450,worksheet,matilda,16,What does the word Deprivation (line 37) mean from the way it has been used?,4
451,worksheet,matilda,17,What does it mean when the poet writes but all in vain!? (line 46),3
452,worksheet,matilda,18,What technique is used when the poet writes pouring in (line 16),5
453,worksheet,meg,1,What were Jane's emotions as she returned home?,3
454,worksheet,meg,2,What was Jane's reaction when little Julie hugged her?,2
455,worksheet,meg,3,What was the relationship between Jane and the tall lad carriying her satchels?,4
456,worksheet,meg,4,What was Jane's impression of her father when she saw him in the garden?,3
457,worksheet,meg,5,Why did Jane's father want her to go with Dan to the Colorado mountains?,2
458,worksheet,meg,6,How is Jane's character depicted in the story?,5
459,worksheet,meg,7,How did Dan help Jane in continuing her studies according to their father?,4
460,worksheet,meg,8,What is the significance of the garden for Jane's father?,3
461,worksheet,meg,9,What can be inferred about Gerald by the fact he works as an errand boy and brings home his pay every night?,3
462,worksheet,meg,10,What are the conflict and the central themes depicted in the passage?,5
463,worksheet,northern_lights,1,Which word best describes the way Lord Asriel speaks?,2
464,worksheet,northern_lights,2,When did Lord Asriel arrive?,1
465,worksheet,northern_lights,3,What does the phrase it was clear where the power lay mean?,3
466,worksheet,northern_lights,4,"Who would Lyra feel was her family, if she knew what a family was?",4
467,worksheet,northern_lights,5,What best describes the Scholars attitudes towards Lyra?,3
468,worksheet,northern_lights,6,What is it traditional for the Master to do?,1
469,worksheet,northern_lights,7,Why does Lyra choose to find a more comfortable position under the sizzle of the frying butter and the hum of talk?,2
470,worksheet,northern_lights,8,What best describes the kind of robe Lyra decided to sit on?,1
471,worksheet,northern_lights,9,What does Lyra think of Tartars?,2
472,worksheet,northern_lights,10,What does Lyra think of the smell of frying poppies?,1
473,worksheet,northern_lights,11,Where will Asriel be going immediately after the conversation?,1
474,worksheet,northern_lights,12,Why is it skilful of her uncle to move the Master closer to Lyra and next to the librarian?,3
475,worksheet,northern_lights,13,Why did Lord Asriel go to the North?,4
476,worksheet,northern_lights,14,What is meant by the word courteous (line 14)?,1
477,worksheet,northern_lights,15,What is meant by the word rough (line 8)?,1
478,worksheet,nothing gold,1,What is the main theme of the poem?,3
479,worksheet,nothing gold,2,What is the meaning of 'Nothing gold can stay'?,4
480,worksheet,nothing gold,3,What does the poet compare to the 'early leaf'?,2
481,worksheet,nothing gold,4,What does 'So Eden sank to grief' symbolize?,5
482,worksheet,nothing gold,5,What does the poet mean when he says 'Natures first green is gold'?,4
483,worksheet,nothing gold,6,What is the underlying emotion expressed in the poem?,3
484,worksheet,nothing gold,7,What image does the phrase 'dawn goes down to day' create?,2
485,worksheet,nothing gold,8,What does the poet mean by 'Her hardest hue to hold'?,4
486,worksheet,nothing gold,9,How does the poem progress from the start to the end?,5
487,worksheet,nothing gold,10,What is the tone of the poem?,3
488,worksheet,oliver twist -master,1,Why do you think Dickens described the master as fat and healthy?,2
489,worksheet,oliver twist -master,2,Why is Oliver described as a rebel for asking for more?,3
490,worksheet,oliver twist -master,3,"The master aimed a blow at Olivers head with the ladle; pinioned him in his arm; and shrieked aloud for the beadle. From this sentence, what is suggested happened in this scene?",4
491,worksheet,oliver twist -master,4,Which description best fits Mr. Bumble?,1
492,worksheet,oliver twist -master,5,What was Olivers punishment?,3
493,worksheet,oliver twist -master,6,Was Olivers punishment appropriate for what he done? What does it suggest about those who carried out the punishment?,5
494,worksheet,oliver twist -master,7,"by tying one end of his pocket-handkerchief to a hook in the wall, and attaching himself to the other. What is inferred in this line?",5
495,worksheet,oliver twist -master,8,Why was Oliver not able to hang himself?,2
496,worksheet,oliver twist -master,9,Which best describes how Oliver felt in the room?,2
497,worksheet,oliver twist -room,1,Which word in the sentence is a verb? One or two women ladled the gruel at mealtimes.,1
498,worksheet,oliver twist -room,2,Why did the bowls never need washing?,2
499,worksheet,oliver twist -room,3,What does occasions of public rejoicing mean?,3
500,worksheet,oliver twist -room,4,How long had the boys been starving for?,1
501,worksheet,oliver twist -room,5,Which of these statements are true?,3
502,worksheet,oliver twist -room,6,Which of these statements are false?,3
503,worksheet,oliver twist -room,7,What reason best describes why the boys licked the fingers?,2
504,worksheet,oliver twist -room,8,Why was the tall boy not used to that sort of thing?,4
505,worksheet,oliver twist -room,9,What does it mean that a council was held?,2
506,worksheet,oliver twist -room,10,What happened when the council was held?,2
507,worksheet,oliver twist -room,11,Why do you think they chose someone in this way?,3
508,worksheet,oliver twist -room,12,What effect is created by Dickens telling us the boys were hungry enough to eat each other?,5
509,worksheet,oliver twist -room,13,What is the cooks uniform?,1
510,worksheet,oliver twist -room,14,Oliver is described as reckless with misery. What does this mean?,4
511,worksheet,oliver twist -room,15,"If you were a child living with Oliver, how would you feel?",4
512,worksheet,patagonia,1,What type of vessel was the author travelling in?,1
513,worksheet,patagonia,2,What was the condition of the captain during the journey?,2
514,worksheet,patagonia,3,What was the reaction of the passengers when the ship started experiencing trouble?,3
515,worksheet,patagonia,4,Who stepped forward to prevent the sailors from abandoning the ship?,4
516,worksheet,patagonia,5,How did the ship manage to escape from the perilous situation?,5
517,worksheet,peter,1,What directions did Peter give to Wendy for the way to Neverland?,1
518,worksheet,peter,2,How did Peter and his companions get their food?,3
519,worksheet,peter,3,Why was falling asleep in the air dangerous?,2
520,worksheet,peter,4,What did Wendy notice about Peter's way of getting food?,4
521,worksheet,peter,5,Describe the game 'Follow my Leader' that they played.,3
522,worksheet,peter,6,What did John want Peter to stop doing during the game 'Follow my Leader'?,4
523,worksheet,peter,7,How did Peter save Michael when he fell from the sky?,5
524,worksheet,peter,8,Why could Peter sleep in the air without falling?,5
525,worksheet,peter,9,How did Peter's mood and interest affect the others?,5
526,worksheet,peter,10,Why was the method of feeding that Peter used unusual?,3
527,worksheet,pollyanna,1,Why is Miss Polly hurriedly moving around on this particular morning?,2
528,worksheet,pollyanna,2,What was Nancy's response when Miss Polly talked to her while she was washing dishes?,3
529,worksheet,pollyanna,3,Why was Nancy working in Miss Polly's kitchen?,4
530,worksheet,pollyanna,4,What did Miss Polly ask Nancy to do?,2
531,worksheet,pollyanna,5,What was Nancy's reaction to the news about Miss Polly's niece coming to live with them?,3
532,worksheet,pollyanna,6,Why did Miss Polly seem reluctant to welcome her niece?,5
533,worksheet,pollyanna,7,What was the content of the letter Miss Polly received?,4
534,worksheet,pollyanna,8,"Who did Miss Polly's sister Jennie choose to marry, and why?",5
535,worksheet,pollyanna,9,How did Miss Polly feel about her duty towards her niece?,3
536,worksheet,pollyanna,10,How did life change for Nancy after she started working for Miss Polly?,4
537,worksheet,rebecca,1,What was Mr. Jeremiah Cobb's job in the story?,2
538,worksheet,rebecca,2,Why was the little girl traveling in the stage coach?,4
539,worksheet,rebecca,3,What was the little girl's chief responsibility during the journey?,3
540,worksheet,rebecca,4,What does the mother mean by saying the girl is 'journey-proud'?,5
541,worksheet,rebecca,5,How did the mother prepare the girl for the journey?,3
542,worksheet,rebecca,6,What details suggest that the journey may be a short one for the little girl?,4
543,worksheet,rebecca,7,Why does the mother warn the girl to sit quiet and not cause Mr. Cobb any trouble?,2
544,worksheet,rebecca,8,What hints are given about the little girl's personality?,5
545,worksheet,rebecca,9,What was Mr. Cobb's attitude towards his passenger?,3
546,worksheet,rebecca,10,How does the author describe the day of the journey?,1
547,worksheet,sea fever,1,What does the speaker long for in the poem?,3
548,worksheet,sea fever,2,What does 'a star to steer her by' mean in the context of the poem?,4
549,worksheet,sea fever,3,What is the meaning of 'spume' as used in the poem?,2
550,worksheet,sea fever,4,What might 'the call of the running tide' symbolize or represent?,5
551,worksheet,sea fever,5,How does the author describe the sea life?,3
552,worksheet,sea fever,6,What does the word 'rover' refer to?,1
553,worksheet,sea fever,7,What does 'the wind's like a whetted knife' metaphor suggest?,4
554,worksheet,sea fever,8,How does the author use imagery to describe the sea and sky?,5
555,worksheet,sea fever,9,"What kind of lifestyle is the speaker longing for, based on the poem?",4
556,worksheet,sea fever,10,What does 'a merry yarn' mean in the context of the poem?,2
557,worksheet,secret garden,1,What was the object Mary found buried in the soil?,1
558,worksheet,secret garden,2,Why was the earth freshly turned up?,1
559,worksheet,secret garden,3,What does Mary speculate the key might open?,2
560,worksheet,secret garden,4,Why does Mary want to get into the locked garden?,3
561,worksheet,secret garden,5,How is her life in India different from her current situation?,3
562,worksheet,secret garden,6,Why did Mary decide to always carry the key around?,2
563,worksheet,secret garden,7,What is Mary's feeling towards the ivy covering the wall?,2
564,worksheet,secret garden,8,What changes in Mary has the air from the moor caused?,4
565,worksheet,secret garden,9,Why was the flower-bed bare of flowers?,1
566,worksheet,secret garden,10,How did living in a house with a hundred mysteriously closed rooms affect Mary?,4
567,worksheet,sense,1,Who inherited the Norland Estate and money after Mr. Henry Dashwood's uncle's death?,2
568,worksheet,sense,2,What promise did Mr. John Dashwood make on Mr. Henry Dashwoods deathbed?,3
569,worksheet,sense,3,How did Mrs. John Dashwood and her husband treat Mr. Henry Dashwood's widow and daughters?,3
570,worksheet,sense,4,What is Mrs. John Dashwood's opinion on the aid her husband plans to give his half sisters?,4
571,worksheet,sense,5,What was Mr. Dashwoods father's last request to him?,2
572,worksheet,sense,6,Why does Mrs. John Dashwood argue against giving money to her husband's half sisters?,4
573,worksheet,sense,7,What was the compromise offer proposed by Mrs. John Dashwood?,3
574,worksheet,sense,8,How does Mr. John Dashwood justify the fulfilment of his promise?,5
575,worksheet,shiba,1,What animal are Shiba Inus often mistaken for?,1
576,worksheet,shiba,2,Why were the Shiba Inus nearly extinct during World War II?,3
577,worksheet,shiba,3,What led to the modern-day popularity of the Shiba Inus?,2
578,worksheet,shiba,4,What are the two main reasons families worldwide have begun to adopt Shibas more frequently?,2
579,worksheet,shiba,5,What is the general personality of a Shiba Inu?,2
580,worksheet,shiba,6,What is the origin of the Shiba Inu?,3
581,worksheet,shiba,7,What is the Shiba Inu's approach to cleanliness?,2
582,worksheet,shiba,8,How did the Shiba Inu become a national treasure in Japan?,4
583,worksheet,shiba,9,How do Shiba Inus show their loyalty to their families?,4
584,worksheet,shiba,10,How did Shiba Inus spread all over the world after World War II?,5
585,worksheet,snowy river,1,Who is the man from Snowy River?,2
586,worksheet,snowy river,2,What is the significance of the colt from old Regret?,4
587,worksheet,snowy river,3,How is the man's horse described in the poem?,3
588,worksheet,snowy river,4,What are the characteristics of the Snowy River riders according to the poem?,4
589,worksheet,snowy river,5,Who is Clancy of the Overflow?,3
590,worksheet,snowy river,6,Why did the old man initially advise the man from Snowy River to stay away from the hills?,4
591,worksheet,snowy river,7,What is the theme of the poem?,5
592,worksheet,snowy river,8,Why was the man from Snowy River eventually allowed to join the pursuit?,3
593,worksheet,snowy river,9,What did the old man order the riders to do?,2
594,worksheet,snowy river,10,Describe the setting of the poem.,2
595,worksheet,sonnet 18,1,What does the author mean by 'compare thee to a summer's day'?,3
596,worksheet,sonnet 18,2,What does the word 'temperate' mean in the context of this poem?,4
597,worksheet,sonnet 18,3,Who or what does the 'darling buds of May' refer to?,3
598,worksheet,sonnet 18,4,What is meant by 'summer's lease hath all too short a date'?,4
599,worksheet,sonnet 18,5,How is the 'eye of heaven' portrayed in the poem?,2
600,worksheet,sonnet 18,6,What does the phrase 'his gold complexion dimm'd' suggest?,3
601,worksheet,sonnet 18,7,"Explain the line 'By chance, or nature's changing course untrimm'd'",5
602,worksheet,sonnet 18,8,What is the meaning of 'thy eternal summer shall not fade'?,3
603,worksheet,sonnet 18,9,Who or what does 'death brag thou wander'st in his shade' refer to?,4
604,worksheet,sonnet 18,10,Explain 'When in eternal lines to time thou grow'st',5
605,worksheet,sonnet 18,11,"What does the line 'So long as men can breathe, or eyes can see' suggest?",2
606,worksheet,sonnet 18,12,How does the final line provide a conclusion to the poem?,3
607,worksheet,stopping by,1,Who does the speaker think owns the woods?,2
608,worksheet,stopping by,2,What is peculiar to the speaker's horse?,3
609,worksheet,stopping by,3,Why is the speaker stopping by the woods?,2
610,worksheet,stopping by,4,What sounds are mentioned in the passage?,3
611,worksheet,stopping by,5,What obligations does the speaker have?,4
612,worksheet,stopping by,6,What time of year is it?,4
613,worksheet,stopping by,7,What does the speakers horse do to show its confusion?,5
614,worksheet,stopping by,8,Why wont the owner of the woods see the speaker stopping there?,1
615,worksheet,stopping by,9,How far does the speaker have to travel before he can rest?,3
616,worksheet,stopping by,10,What does the speaker find attractive about the woods?,2
617,worksheet,this is going to hurt,1,What have Adams parents still not forgiven him for?,1
618,worksheet,this is going to hurt,2,Why did the author quit their job?,2
619,worksheet,this is going to hurt,3,Which of the following is not true?,3
620,worksheet,this is going to hurt,4,Which of these two words describe being a junior doctor?,2
621,worksheet,this is going to hurt,5,What does Adam think about his training portfolio diary entries?,3
622,worksheet,this is going to hurt,6,What is this book going to be about?,1
623,worksheet,this is going to hurt,7,What is meant by the word remotely (line 13)?,2
624,worksheet,this is going to hurt,8,What is meant by the word extreme (line 17)?,1
625,worksheet,THOSE WINTER,1,What is the main setting of the story?,1
626,worksheet,THOSE WINTER,2,Who is the main character?,1
627,worksheet,THOSE WINTER,3,What problem does the main character face?,2
628,worksheet,THOSE WINTER,4,How does the character try to resolve their problem?,2
629,worksheet,THOSE WINTER,5,What is the climax of the story?,3
630,worksheet,THOSE WINTER,6,What is the resolution of the story?,3
631,worksheet,THOSE WINTER,7,What is the theme of the story?,3
632,worksheet,THOSE WINTER,8,What was the main character's motivation?,3
633,worksheet,THOSE WINTER,9,What is the significance of the title?,4
634,worksheet,THOSE WINTER,10,Describe the character development throughout the story.,4
635,worksheet,THOSE WINTER,11,How does the story's setting contribute to the plot?,4
636,worksheet,THOSE WINTER,12,Describe a major conflict in the story and how it was resolved.,4
637,worksheet,THOSE WINTER,13,What is the perspective of the story?,2
638,worksheet,THOSE WINTER,14,What are some important symbols in the story and what do they represent?,5
639,worksheet,THOSE WINTER,15,How does the author's use of language impact the story?,5
640,worksheet,THOSE WINTER,16,What is the emotional impact of the story?,4
641,worksheet,THOSE WINTER,17,How is foreshadowing used in the story?,5
642,worksheet,tom sawyer,1,What task was Tom Sawyer undertaking on the Saturday morning?,1
643,worksheet,tom sawyer,2,How did Tom initially feel about his task of whitewashing the fence?,2
644,worksheet,tom sawyer,3,What did Tom want from Ben Rogers?,1
645,worksheet,tom sawyer,4,How does Tom convince Ben to whitewash the fence?,3
646,worksheet,tom sawyer,5,What did Tom exchange the whitewashing task for with the other boys?,2
647,worksheet,tom sawyer,6,How does Tom's status change over the course of the day?,2
648,worksheet,tom sawyer,7,What is the 'Big Missouri' that Ben is imitating?,3
649,worksheet,tom sawyer,8,How does Tom use manipulation to his advantage in this story?,5
650,worksheet,tom sawyer,9,What does Tom's ability to convince others to do his work say about his character?,4
651,worksheet,tom sawyer,10,What theme does this passage from The Adventures of Tom Sawyer explore?,3
652,worksheet,tyger,1,What is the tiger described as in the poem?,1
653,worksheet,tyger,2,What does 'sinews' refer to in the poem?,1
654,worksheet,tyger,3,What does the author question about the creation of the tiger?,3
655,worksheet,tyger,4,What elements are used to describe the tiger's creation process?,4
656,worksheet,tyger,5,What does 'dare frame thy fearful symmetry' signify?,5
657,worksheet,tyger,6,Who does the author refer to when he says 'Did He who made the lamb make thee'?,3
658,worksheet,tyger,7,What is the general tone and mood of the poem?,4
659,worksheet,tyger,8,Why does the author use the word 'dread' to describe the tiger's creation?,5
660,worksheet,tyger,9,"What does the repetition of the phrase 'Tiger, tiger, burning bright' signify?",4
661,worksheet,tyger,10,Who could the immortal hand or eye belong to in the context of the poem?,5
662,worksheet,umami,1,What does the Japanese word 'Umami' translate to in English?,1
663,worksheet,umami,2,How many different tastes can be recognized by our tongue?,1
664,worksheet,umami,3,Who discovered the 'Umami' flavour and how?,3
665,worksheet,umami,4,Why are sweet tastes typically more enticing to humans?,2
666,worksheet,umami,5,What is the role of salt in enhancing the Umami flavor?,2
667,worksheet,umami,6,Name some foods that are naturally rich in umami.,1
668,worksheet,umami,7,What cooking methods are often used to extract umami flavor?,3
669,worksheet,umami,8,How does the addition of umami impact the level of salt needed in certain foods?,4
670,worksheet,umami,9,What did Ikeda invent that can be added during cooking to enhance the flavor of a dish?,2
671,worksheet,umami,10,What is the significance of detecting bitter flavors according to the evolution of taste receptors?,4
672,worksheet,voyage,1,What was the weather on the first of April?,1
673,worksheet,voyage,2,List three items the protagonist had in his balloon car.,3
674,worksheet,voyage,3,What happened to the protagonist shortly after he left the Earth?,4
675,worksheet,voyage,4,What were the protagonist's sensations upon recovering consciousness?,5
676,worksheet,voyage,5,Why did the protagonist secure a cat in the car?,4
677,worksheet,voyage,6,What was the protagonist's reaction to the hurricane of fire and gravel?,2
678,worksheet,voyage,7,What saved the protagonist from his fall?,5
679,worksheet,voyage,8,Why were the protagonist's fingernails black?,3
680,worksheet,voyage,9,What caused the balloon to whirl round and round with sickening velocity?,4
681,worksheet,voyage,10,What was the protagonist's chief anxiety?,1
682,worksheet,war of the worlds,1,What caught the speaker's attention from the Martians' cylinder?,3
683,worksheet,war of the worlds,2,What emotions was the narrator battling with as they observed the Martians?,4
684,worksheet,war of the worlds,3,How does the narrator describe the spectators who were also observing the Martians?,3
685,worksheet,war of the worlds,4,What did the speaker and their neighbour say to each other during their brief interaction?,5
686,worksheet,war of the worlds,5,How did the crowd's behavior change as the dusk set in?,3
687,worksheet,war of the worlds,6,Why did the narrator move toward the pit?,4
688,worksheet,war of the worlds,7,What happened when there was a flash of light from the pit?,2
689,worksheet,war of the worlds,8,Describe the smoke or flame that came out of the pit.,2
690,worksheet,war of the worlds,9,What does the term 'attenuated horns' refer to in the context of this passage?,5
691,worksheet,war of the worlds,10,How did the arrival of new spectators from Woking affect the scene?,4
692,worksheet,when u r old,1,What does the author suggest the reader to do in line 2?,2
693,worksheet,when u r old,2,What is the 'pilgrim soul' referring to in line 7?,4
694,worksheet,when u r old,3,What emotion is evoked in line 10?,3
695,worksheet,when u r old,4,What does 'And hid his face amid a crowd of stars' metaphorically suggest in line 12?,5
696,worksheet,when u r old,5,Who might the 'one man' in line 7 suggest?,4
697,worksheet,when u r old,6,What does the 'sorrows of your changing face' mean in line 8?,3
698,worksheet,when u r old,7,Why might the speaker suggest to read this book slowly?,3
699,worksheet,when u r old,8,What does 'your moments of glad grace' in line 5 refer to?,4
700,worksheet,when u r old,9,What is the significance of the glowing bars mentioned in line 9?,5
701,worksheet,when u r old,10,What feeling or mood is conveyed in the last four lines of the poem?,5
702,worksheet,wind in the willows,1,The sky is described as steely (line 1). Why did the author describe the sky in this way?,3
703,worksheet,wind in the willows,2,"On line 1, why did the author use the word slipped to describe the action?",2
704,worksheet,wind in the willows,3,The author personifies the trees. How does he personify them?,3
705,worksheet,wind in the willows,4,Till they could riot in rich masquerade as before. What does this line mean?,4
706,worksheet,wind in the willows,5,"Copses, dells, quarries and all hidden places, which had been mysterious mines for exploration. What technique has the author used here?",4
707,worksheet,wind in the willows,6," now exposed themselves and their secrets pathetically, and seemed to ask him to overlook their shabby poverty. What does this suggest about the trees current appearance?",2
708,worksheet,wind in the willows,7,Which of these statements about the wood is true?,4
709,worksheet,wind in the willows,8,What option do you think best describes what the wood looked like previously?,3
710,worksheet,wind in the willows,9,There was nothing to alarm him at first entry. Why does the writer do this?,3
711,worksheet,wind in the willows,10,Which of these things did not startle the character ?,2
712,worksheet,wind in the willows,11,Which description best describes how the atmosphere of the woods changed?,4
713,worksheet,wind in the willows,12,Which of these words used in the text mean that the trees were getting closer to the character?,2
714,worksheet,wind in the willows,13,"The dusk advanced on him steadily, rapidly, gathering in behind and before; and the light seemed to be draining away like flood-water What effect does the writer create when he writes this?",4
715,worksheet,wind in the willows,14,telling himself cheerfully not to begin imagining things why does the character try to do this?,4
716,worksheet,wind in the willows,15,Which of these could not be used to describe the face?,2
717,worksheet,wind in the willows,16,"On line XXX, why does the narrator say yes!no!yes!?",3
718,worksheet,wizard,1,Why did the Wicked Witch send the Winged Monkeys after the travellers?,3
719,worksheet,wizard,2,How did the travellers lose their way?,1
720,worksheet,wizard,3,Why couldn't the Scarecrow and the Tin Woodman sleep?,4
721,worksheet,wizard,4,What is Dorothy's suggestion when they realise they are lost?,2
722,worksheet,wizard,5,Who gave Dorothy the whistle she used to call the field mice?,5
723,worksheet,wizard,6,What did the Queen of the Mice notice about Dorothy?,4
724,worksheet,wizard,7,What charm did the Queen of the Mice suggest Dorothy could use?,1
725,worksheet,wizard,8,Why were the Mice afraid of the Winged Monkeys?,2
726,worksheet,wizard,9,What words were written inside Dorothy's Golden Cap?,3
727,worksheet,wizard,10,Who responded to Dorothy's incantation?,1
728,worksheet,wizard,11,What were the first words Dorothy said when standing on her left foot?,3
729,worksheet,wizard,12,What happened after Dorothy said the final words of the charm?,2
730,mocktest,the hobbit,1,Who called for the gathering?,1
731,mocktest,the hobbit,2,What is the first purpose mentioned for the gathering?,2
732,mocktest,the hobbit,3,How old is the person who called the gathering?,3
733,mocktest,the hobbit,4,What is the second purpose mentioned for the gathering?,2
734,mocktest,the hobbit,5,Why were the Sackville-Bagginses insulted during the speech?,3
735,mocktest,the hobbit,6,What happened immediately after the final announcement was made?,4
736,mocktest,the hobbit,7,What did Frodo do after the gathering?,4
737,mocktest,the hobbit,8,What was left in the hall after the gathering?,2
738,mocktest,the hobbit,9,Who was Dora Baggins in relation to Bilbo and Frodo?,4
739,mocktest,the hobbit,10,How was Hugo Bracegirdle known in the community?,5
740,mocktest,jane eyre,1,Who hid Jane in the beginning of the story?,1
741,mocktest,jane eyre,2,Who is John Reed?,1
742,mocktest,jane eyre,3,What was Jane doing behind the curtain?,1
743,mocktest,jane eyre,4,Why was Jane afraid of standing before John Reed?,2
744,mocktest,jane eyre,5,What did John Reed do to Jane when he found her hiding?,2
745,mocktest,jane eyre,6,What is Jane's relationship with John Reed's family?,3
746,mocktest,jane eyre,7,Why is Jane often bullied by John Reed?,3
747,mocktest,jane eyre,8,What historical figures does Jane compare John Reed to?,4
748,mocktest,jane eyre,9,"What was the reaction of Eliza, Georgiana and Mrs. Reed to the altercation?",4
749,mocktest,jane eyre,10,Where was Jane taken after the altercation and what happened to her there?,5
750,mocktest,jane eyre,11,What is the significance of 'the red-room' mentioned at the end of the passage?,5
751,mocktest,sleepy hollow,1,What does the author mean by describing the Dutch valleys as 'nooks of still water'?,4
752,mocktest,sleepy hollow,2,What kind of person was Ichabod Crane described to be?,3
753,mocktest,sleepy hollow,3,What was the condition of Ichabod Crane's schoolhouse?,2
754,mocktest,sleepy hollow,4,What did Ichabod Crane do to win the favor of the mothers in the village?,2
755,mocktest,sleepy hollow,5,What were some of the other jobs that Ichabod Crane had besides being a schoolmaster?,2
756,mocktest,sleepy hollow,6,How did Ichabod Crane entertain himself after school hours?,4
757,mocktest,sleepy hollow,7,What was the nature of Ichabod Crane's credulity and interest in tales of the supernatural?,5
758,mocktest,sleepy hollow,8,What was the reaction of Sleepy Hollow's residents to Ichabod Crane's singing?,3
759,mocktest,sleepy hollow,9,How did Ichabod Crane defend himself against his fears?,5
760,mocktest,sleepy hollow,10,Why was Ichabod Crane esteemed by the women in the neighborhood?,3
